id ,kalimat,pasien,usia pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi
640,"Hallo selamat malam dok, ijin bertanya masalah obat kalau saya minum zemoxil amoxicillin trihydrate 500 buat flu,",1,,,,,,1,,,,,,1,,,,
641,"boleh tidak saya meminum obat tersebut, buat meredakan gejala dok. Terimakasih",,,,,,,,,1,,,,,,,,
642,"Halo saudara Saepul, terima kasih telah bertanya di Alodokter.",,,,,,,,,,1,,,,,,,
643,Batuk pilek atau yang biasa disebut dengan common cold adalah suatu infeksi yang terjadi pada saluran nafas bagian atas.,,,,,,,,,,,,,,,,,1
644," Infeksi ini paling sering disebabkan oleh virus, dan umumnya dapat sembuh dengan sendirinya.",,,,,,,,,,,1,,,,,,
645," Apabila seseorang terkena batuk dan pilek gejala yang muncul adalah batuk
Pilek, Bersin-bersin, Demam, Sakit kepala",,,,1,,,,,,,,,,,,,1
646,"Penyebab batuk pilek selain infeksi dari infeksi virus adalah karena kurang nya istirahat, aktivitas yang berlebihan, konsumsi makanan dan minuman yang tidak sehat, merokok, mengkonsumsi alkohol dapat membuat seseorang sering terkena batuk pilek.",,,,,,,,,,,1,,,,,,1
647,"Dikarenakan common cold tidak terlalu berbahaya dan dapat sembuh dengan sendirinya, maka ada beberapa saran yang dapat di lakukan di rumah seperti menghirup uap air melalui hidung",,,,,,,1,,,,,,,,,,1
648,Mengkonsumsi air putih hangat,,,,,,,,1,,,,,,,,,
649,"Mengoleskan balsem ke badan, dapat membuat badan menjadi hangat dan relax",,,,,,,,1,,,,,,,,,
650,Hindari suasana yang dingin,,,,,,,,1,,,,,,,,,
651,Hindari minuman yang dingin,,,,,,,,1,,,,,,,,,
652,Konsumsi vitamin C,,,,,,,,1,,,,,,,,,
653,Istirahat yang cukup,,,,,,,,1,,,,,,,,,
654,Obat zemoxil merupakan obat yang mengandung antibiotik.,,,,,,,,,,,,,1,,,,1
655,Obat tersebut merupakan golongan obat keras yang penggunaannya harus dengan pengawasan atau pemeriksaan dokter sebelumnya. ,,,,,,,,,,,,,,,,,1
656,Mengkonsumsi obat tersebut tanpa sepengetahuan dokter tidak disaranakan.,,,,,,,,,,,,,,,,,1
657,"Apabila keluhan anda semakin memburuk dan menggangu aktivitas, sebaiknya kunjungi dokter terdekat.",,,,,,,1,,,,,1,,,,,
658,"Semoga membantu, terima kasih.",,,,,,,,,,,,,,1,,,
659,"Dok, Saya punya riwayat Alergi/Sesak Napas apalagi jika Dingin/Asap/Bau menyengat menyebabkan saya Pilek & Terkadang Dahak/Pilek saya masuk ke tenggorokan saat saya menarik napas/tertelan. ",1,,1,1,,,,,,,,1,,,,,
660,Apakah akibat dari Cairan tsb yg masuk ke tenggorokan/lambung saya dok?,,,,,,,,,1,,,,,,,,
661,"Alo Dwi, terimakasih sudah bertanya di Alodokter.",,,,,,,,,,1,,,,,,,
662,Alergi merupakan reaksi sistem imunitas/daya tahan tubuh seseorang terhadap sesuatu yang pada umumnya tidak menimbulkan masalah pada orang lain.,,,,,,,,,,,,,,,,,1
663,"Terdapat berbagai pencetus timbulnya alergi mulai dari makanan, obat, cuaca dingin, asap, debu, dan sebagainya.",,,,,,,,,,,1,,,,,,
664,"Gejala yang muncul dapat berupa ruam kulit yang gatal, pilek, hingga sesak nafas.",,,,,,,,1,,,,,,,,,
665,Reaksi alergi dapat menimbulkan dahak. ,,,,,,,,1,,,1,,,,,,1
666,Dahak sendiri merupakan lendir yang dibentuk oleh saluran cerna untuk melindungi dari debu dan hal lainnya.,,,,,,,,,,,,,,,,,1
667,Dahak juga berperan dalam mendukung kerja sistem saluran nafas. ,,,,,,,,,,,,,,,,,1
668," Dahak yang tertelan tidak bersifat membahayakan bahkan jika mengandung bakteri, sebab dahak akan dicerna sebagai makanan hingga ke lambung dan bakteri akan mengalami kematian akibat terpapar asam lambung.",,,1,,,,,1,,,1,,,,,,
669,"Sekian, semoga membantu.",,,,,,,,,,,,,,1,,,
670,Anak saya usia 12 bulan kurang 7hari.,1,1,,,,,,,,,,,,,,,
671,Dia batuk pilek demam.,,,1,,,,,,,,,,,,,,
672,Lagi tumbuh gigi juga.,,,,,,,,,,,,1,,,,,
673,"Minum obat sudah tepat waktu 3x1 (hufanoxil,itrasal & obat serbuk)Tapi kalo malam jam 00:00 suka demam lewat 38++.",,,,,,,1,,,,,,,,,,
674,Apa boleh dikasih Paracetamol biar demamnya turun?,,,,,,,,,1,,,,1,,,,
675,"Alo Bunda Ayu, terima kasih sudah bertanya pada Alodokter",,,,,,,,,,1,,,,,,,
676,"Keluhan demam batuk dan pilek, merupakan gejala yang bisa muncul akibat dari banyak kondisi penyakit. ",,,,1,,,,,,,,,,,,,1
677," Demam pada anak pun dapat disebabkan oleh banyak hal. Adanya peradangan, infeksi virus dan bakteri merupakan penyebab paling sering dari keluhan tersebut. ",,,1,,,,,,,,1,,,,,,1
678,"Berikut ini adalah beberapa contoh penyakit akibat perdangan dan infeksi yaitu Infeksi saluran pernafasan atas (ISPA),",,,1,,,,,,,,,,,,,,1
679,"Faringitis (radang tenggorokan),",,,1,,,,,,,,,,,,,,
680,"Peradangan saluran cerna (typhoid),",,,1,,,,,,,,,,,,,,
681,"Demam berdarah,",,,1,,,,,,,,,,,,,,
682,Gigi tumbuh pada Anak,,,1,,,,,,,,,,,,,,
683,"Dalam hal ini, yang anak Anda rasakan dapat terjadi akibat infeksi pada saluran nafas karena ada gejala batuk dan pilek diperparah dengan adanya gigi susu yang akan tumbuh.",,,,1,,,,,,,1,,,,,,1
684,"Hal yang penting adalah jangan panik, tetapi Anda harus waspada. Berikut ini adalah beberapa hal yang perlu dilakukan pada kondisi demam, yaitu Lakukan pengukuran suhu tubuh berkala",,,,,,,1,,,,,,,,,,1
685,Berikan asupan cairan yang cukup dengan minum air putih yang cukup 700-1000 ml tiap hari,,,,,,,1,,,,,,,,,,
686,"Jika suhu diatas 37,5 derajat Celcius, berikan obat penurun panas seperti paracetamol sesuai dosis berdasarkan berat badan anak.",,,,,,,1,,,,,,,,,,
687,Kompres dengan air hangat di kepala,,,,,,,1,,,,,,,,,,
688,Segera berobat ke dokter untuk memastikan kondisi yang menyebabkan hal tersebut bila demam tidak berkurang selama 3 hari.,,,,,,1,1,,,,,1,,,,,
689,"Perhatikan higienitas mulut, bersihkan mulut anak secara rutin agar sisa makanan tidak menempel dan dapat menibulkan akumulasi bakteri yang menyebabkan demam pada saaat anak tumbuh gigi.",,,,,,,1,,,,,,,,,,
690,"Hufanoxil adalah antibiotik berisi amoxicillin, habiskan obat tersebut, itrasal adalah obat batuk, dan obat racikan mungkin berisi obat flu dan demam.",,,,,,,,,,,,,1,,,,
691,Paracetamol sendiri dapat diminum sehari 3x dan maksimal tiap 4 jam.,,,,,1,,,,,,,,1,,,,1
692,"Jadi jika anak Anda sudah minum obat-obat yang diberikan lalu dalam 4 jam demam anak tidak turun, maka Anda dapat memberikan paracetamol tambahan dengan dosis sesuai berat badan atau sesuai anjuran dalam kemasan.",,,,,1,,1,,,,,1,,,,,
693,"Terkait pandemi virus corona ini, maka Anda perlu waspada apabila adik Anda memiliki faktor risiko besar infeksi corona, yaitu riwayat kontak dengan orang positif COVID-19 dan atau bepergian ke daerah terjangkit transmisi lokal.",,,,,,,,,,,,,,,,,1
694,"Pasalnya demam, batuk dan pilek merupakan salah satu gejala pada COVID-19. Maka apabila anak Anda dan keluarga memiliki riwayat bepergian dan kontak dengan pasien COVID-19 sebelumnya",,,1,,,,,,,,1,,,,,,
695, perlu dipastikan apakah ada infeksi virus corona atau tidak pada anak Anda. ,,,,,,,1,,,,,,,,,,
696,"Bila tidak ada 2 faktor risiko tersebut, maka saya sarankan Anda melakukan observasi mandiri terlebih dahulu selama 3 hari.",,,,,,,1,,,,,1,,,,,
697,"Bila dalam 3 hari demam tidak membaik, maka segeralah periksa ke dokter agar diperiksa dengan seksama ",,,,,,,1,,,,,1,,,,,
698,Semoga membantu. Salam,,,,,,,,,,,,,,1,,,
699,"Siang dok, maaf saya mau tanya.Saya punya anak usia 22bln, ",1,1,,,,,,,,,,,,,,,
700,"sudah 3hari batuk pilek, pilek nya sudah mendingan tapi batuk nya yang masih ada,",,,1,,1,,,,,,,,,,,,
701,kebanyakan batuk jadi nafas nya sampai lumayan cepet daribiasanya. ,,,,1,,,,,,,,,,,,,
702,"Tp dia tidak demam, lumayan rewel juga.",,,,1,,,,,,,,,,,,,
703,Saya hitung nafas nya 42x dalam 1 menit. ,,,,1,,1,,,,,,,,,,,
704,Apakah itu masih normal doker?,,,,,,,,,1,,,,,,,,
705,"Mohon bantuan jawabannya dok, terimaksih semoga sehat selalu",,,,,,,,,,,,,,,,,
706,"Alo Vhii, Terima kasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
707,Batuk dan pilek merupakan keluhan umum yang dialami oleh siapapun termasuk anak-anak. ,,,1,,,,,,,,,,,,,,
708,Biasanya anak-anak akan mengalami 6-12 kali episode batuk dan pilek dalam satu tahun.,,,1,,,1,,,,,,,,,,,
709,"Beberapa penyebab batuk pilek pada anak adalah: flu, selesma, pneumonia, bronkitis, infeksi COVID-19",,,,,,,,,,,1,,,,1,,
710,Sebagian besar gejala ini disebabkan oleh infeksi virus dan dapat sembuh dengan sendirinya tanpa penanganan khusus.,,,,,,,,,,,1,,,,,,
711,"Namun, walaupun demikian, Anda tetap perlu mengenali kondisi bahaya yang dapat terjadi pada anak.",,,,,,,1,,,,,,,,,,
712,"Pada umumnya, jika anak masih aktif, masih dapat makan dan minum, tidak mengalami demam tinggi, tidak sesak napas, tidak lemas, BAKnya masih normal, maka tidak perlu Anda khawatirkan ",,,,,,,,,,,,1,,,,,
713,"tetapi Anda tetap perlu melakukan penanganan tertentu seperti tetap menjaga asupan makanan dan minuman anak,",,,,,,,1,,,,,,,,,,
714,membiarkan anak istirahat cukup,,,,,,,1,,,,,,,,,,
715,gunakan balsam hangat di dada dan leher anak ,,,,,,,1,,,,,,1,,,,
716,"atau mandi dengan air hangat untuk membantu melegakan pernapasan anak, ",,,,,,,1,1,,,,,1,,,,
717,"menghindarkan anak dari paparan debu dan asap rokok,",,,,,,,1,,,,,,1,,,,
718,menjaga kebersihan tangan Anda sebelum merawat anak. ,,,,,,,1,,,,,,,,,,
719,"Beberapa gejala yang perlu Anda waspadai adalah anak bernapas cepat atau terlihat sulit bernapas, anak rewel, sulit makan dan minum, sangat lemas, frekuensi BAK jauh berkurang, karena gejala tersebut dapat menandakan kondisi anak lebih serius.",,,,1,,,,,,,,,,,,,
720,"Apabila napas anak tampak cepat dan anak juga rewel, mungkin saja ini menandakan anak kesulitan bernapas.",,,,1,,,,,,,,1,,,,,
721,Silakan Anda segera memeriksakan anak Anda ke IGD rumah sakit terdekat agar dokter dapat segera memeriksa,,,,,,,1,1,,,,,,,,,
722,dan memberikan penanganan awal untuk anak Anda.,,,,,,,,1,,,,,,,,,
723,"Dalam perjalan ke IGD, pastikan Anda menggendong anak dengan posisi yang lebih tegak atau dudukan anak dalam posisi tegak.",,,,,,,1,,,,,,,,,,
724,Hindari menggunakan pakaian yan ketat untuk anak.,,,,,,,1,,,,,,,,,,
725,Semoga membantu.,,,,,,,,,,,,,,1,,,
726,"Dok, mau tanya .ini anak saya bayu pilek ..",1,,1,,,,,,,,,,,,,,
727,Batuk nya tidak berdahak ..,,,,1,,,,,,,,,,,,,
728,Sepertinha tenggorokannya disertai gatal .,,,,1,,,,,,,,,,,,,
729,gimana yaa cara mengatasinya.,,,,,,,,,1,,,,,,,,
730,Alo bunda,,,,,,,,,,1,,,,,,,
731,batuk pilek kerap sering dialami oleh anak-anak akibat sistem imun tubuh yang masih rendah. sehingga mudah terpapar atau tertular oleh orang lain,,,1,,,,,,,,1,,,,,,
732,"yang dimana penyebab batuk pilek ini paling sering diakibatkan oleh infeksi virus ,",,,1,,,,,,,,1,,,,,,
733,"namun tetap bisa pula diakibatkan karena infeksi bakteri, atau alergi.",,,,,,,,,,,1,,,,,,
734,"dimana penularan terjadi melalui percikan air liurpenderita batuk pilek, yang disemburkan ke udara melalui bersin atau batuk sehingga terhirup dan masuk ke dalam tubuh si anak,",,,,,,,,,,,,1,1,,,,
735," selain itu dapat juga diakibatkan karenaketika si anak menyentuh permukaan benda yang terkontaminasi oleh percikan liur yang mengandung virus batuk pilek,",,,,,,,,,,,1,,1,,,,
736,"kemudian menyentuh hidung, mulut, atau mata sendiri dengan tangan tersebut.",,,,,,,,,,,1,,1,,,,
737,"untuk mengatasi batuk pilek ini harus sesuai penyebabnya, jika akibat infeksi virus biasanya akan membaik dengan sendirnya setidaknya dalam 7 hari namun terkadang perlu pengobatan sesuai gejala saja karena batuk pilek juga sangat menganggu jika tidak diobati.",,,,,,,1,,,,,1,,,,,
738,ada berapa hal yang bisa bunda lakukan untuk mengatasi batuk pilek :,,,,,,,,,,,,,,1,,,
739,"berikan anak cairan yang banyak, jika hanya bisa konsumsi ASI maka beri ASI lebih sering",,,,,,,1,,,,,,1,,,,
740,berikan anak setengah sendok teh madu sebelum tidur pada anak usia 1 tahun keatas,,,,,,,1,,,,,,1,,,,
741,atau bunda bisa campurkan2 sendok teh madu dengan air perasan lemon atau teh hangat.,,,,,,,1,,,,,,1,,,,
742,balurkan balsem khusus anak di daerah punggung dan dada,,,,,,,1,,,,,,1,,,,
743,serta posisikan kepala anak lebih tinggi saat tidur bunda bisa ganjalkan dengan bantal,,,,,,,1,,,,,,,,,,
744,berikan anak cukup istirahat,,,,,,,1,,,,,,,,,,
745,"jika batuk pilek sangat mengangu membuat anak rewel dan tidak bisa tidur atau mengalami demam sebaiknya bunda membawa si anak ke dokter agar mendapatkan pengobatan yang tepat sesuai indikasi, penyebab dan dosisnya.",,,,1,,,1,1,,,,1,,,,,
746,demikian info yang bisa saya berikan,,,,,,,,,,,,,,1,,,
747,"Hallo dok! Mau tanya, sudah hampir 2 bulan ini saya selalu mendapatkan flu, batuk kering/berdahak terkadang.",,,1,,1,,,,,,,,,,,,
748,Suhu tubuh tiba-tiba menjadi sangat panas bahkan berkeringat/kedinginan dan mengigil. ,,,,1,1,,,,,,,,,,,,
749,"Tetapi tidak setiap hari, mungkin dalam satu minggu berlangsung sebanyak 3-4 kali.",,,,,1,1,,,,,,,,,,,
750,Dan itu selalu terjadi di pukul 01.00 - 04.00 pagi.,,,,,1,,,,,,,,,,,,
751,Saya sudah konsul ke dokter stempat.,,,,,,,1,,,,1,,,,,,
752,"Penjelasan nya bahwa saya alergi dengan cuaca dingin dan udara yg lembab, Mereka memberikan saya beberapa obat untuk membantu hal tsb,",,,,,,,,,,,1,,,,,,
753,"saya rutin dalam penggunaan obat sesuai dengan resep, akan tetapi begitu obatnya habis, hal tsb akan terulang kembali.",,,,,,,1,1,,,,1,,,,,
754,"Saya juga sudah mencoba untuk kontrol makan dan minum sbg pemicu jika batuk dan flu saya tidak berhenti, ",,,,,,,1,,,,,1,,,,,
755, Itu masalahnya dimana ya ? ,,,,,,,,,1,,,,,,,,
756,Mohon penjelasan nya. Terima kasih.,,,,,,,,,,,,,,,,,
757,"Alo, selamat sore",,,,,,,,,,1,,,,,,,
758,"sebelumnya anda harus membedakan flu dan pilek , karena flu sama pilek itu hal yang berbeda.",,,,,,,,,,,,,,,,,
759,walau cenderung kerap memiliki kesamaan. ,,,,,,,,,,,,,,,,,
760,flu berupa suatu penyakit akibat virus influenza ,,,1,,,,,,,,1,,,,,,
761,"yang sedangkan pilek merupakan suatu kondisi yang bisa disebabkan oleh infeksi virus, bakteri, alergi dan lainya. ",,,1,,,,,,,,1,,,,,,
762," keluhan pilek, serta batuk yang anda alami seperti yang saya sebutkan diatas bisa diakibatkan karena infeksi virus, bakteri ataupun alergi.",,,,1,,,,,,,1,,,,,,
763,nah mengingat kondisi yang anda alami di waktu tertentu saja bisa jadi akibat reaksi alergi.,,,,,,,,,,,1,,,,,,
764,"dimana alergi penangnan paling tepat adalah dengan menghindari pencetusnya,",,,,,,,1,,,,1,,,,,,
765,"jika anda dicurigai alergi akibat cuaca dingin sebaiknya untuk waktu tidur anda tidak menggunakan ac atau kipas angin, ",,,,,,,1,,,,,1,1,,,,
766,"anda tidur menggunakan selimut tebal atau pakain yang tebal walau memang tidak nyaman namun seperti itu alergi adalah jalan terbaik penangnanya dengan menghindari faktor pencetus, ",,,,,,,1,,,,,,1,,,,
767,jika anda terus terpapar faktor pencetus gejala akan terus timbul.,,,,,,,,,,,,1,,,,,
768,"obat untuk alergi hanya sebagai pembantu jika alergi sudah terjadi, jadi sebaiknya untuk anda menghindari pencetusnya. ",,,,,,,1,,,,,,,,,,
769,jika keluhan anda tidak membaik juga sebaiknya konsultasi kembali ke dokter agar dilakukan pemeriksan lebih lanjut ,,,,,,,1,,,,,1,,,,,
770,dan memberikan penangnan yang tepat,,,,,,,1,,,,,,,,,,
771, dan memberikan edukasi akan penyakit anda untuk pencegahan.,,,,,,,1,,,,,,,,,,
772,demikian info yang bisa saya berikan,,,,,,,,,,,,,,1,,,
773,"Alodok, saya mau bertanya apakah obat batuk hufagrip batuk pilek bisa di konsumsi untuk bayi usia 11 bulan jalan?",1,1,,,,,,,1,,,,1,,,,
774,Alo,,,,,,,,,,1,,,,,,,
775,"Obat yang Anda sebutkan mengandung CTM, pseudoefedrin, dan DMP. ",,,,,,,,,,,,,,,,,
776,Obat ini digunakan untuk mengurangi keluhan batuk dan pilek.,,,,,,,,,,,,,,,,,
777,"Secara umum obat boleh diberikan pada anak dibawah 2 tahun, namun untuk dosisnya tidak dapat saya berikan di platform publik seperti ini ya.",,,,,,,1,,,,,1,,,,,
778,Dosis perlu disesuaikan dengan berat badan dan usia anak.,,,,,,,1,,,,,,,,,,
779,Saya sarankan agar Anda memeriksakan anak Anda secara langsung ke dokter terdekat agar dapat dilakukan pemeriksaan,,,,,,,1,1,,,,,,,,,
780,dan diberikan penanganan yang lebih tepat.,,,,,,,1,,,,,,,,,,
781,Dokter dapat memberikan anak Anda obat tersebut dengan perhitungan dosis sesuai berat badan anak Anda.,,,,,,,1,,,,,,,,,,
782,Sementara itu untuk membantu mengurangi batuk pilek pada anak Anda bisa melakukan beberapa tips berikut ini:,,,,,,,,,,,,,,1,,,
783,Gunakan balsam khusus bayi bila kulitnya tidak alergi,,,,,,,1,,,,,,1,,,,
784,Gunakan pelembap udara ruangan bila perlu,,,,,,,1,,,,,,1,,,,
785,Atur suhu ruangan agar lebih nyaman,,,,,,,1,,,,,,,,,,
786,Berikan MP ASI yang sehat dan bergizi,,,,,,,1,,,,,,1,,,,
787,Teruskan pemberian ASI,,,,,,,1,,,,,,1,,,,
788,"Semoga bisa membantu Anda,",,,,,,,,,,,,,,1,,,
789,Terima kasih,,,,,,,,,,,,,,1,,,
790,"Selamat siang dokter, ijin tanya anak saya usia 15bulan skrg dan dia sedang batuk berdahak dan pilek mulai kemarin,",1,1,1,,1,,,,,,,,,,,,
791,"mana obat yg aman untuk anak saya antara gg, ambroxol atau asetilsistein?",,,,,,,,,1,,,,1,,,,
792,Terimakasih 🙏,,,,,,,,,,,,,,,,,
793,"Alo, selamat siang",,,,,,,,,,1,,,,,,,
794,baruk pilek atau disebut dengan common cold dan dikenal juga dengan selasma merupakan suatu infeksi virus human rhinovirus pada saluran pernapasan.,,,1,,,,,,,,,,,,,,
795,infeksi tertular secara langsung lewat percikan lendir dari saluran pernapasan penderita ataupun secara tidak langsung melalui tangan.,,,,,,,,,,,1,,,,,,
796,penyakit ini memang kerap menyerang bayi karena memiliki sistem kekebalan tubuh yang masih rendah.,,,,,,,,,,,1,,,,,,
797,untuk penangnan batuk pilek ada beberapa hal yang bisa bunda lakukan :,,,,,,,,,,,,,,1,,,
798,berikan ASI lebih sering serta berikan air putih yang cukup,,,,,,,1,,,,,,1,,,,
799,berikan bayi istirahat yang cukup,,,,,,,1,,,,,,,,,,
800,"mengoleskan balsem khusus bayi di bagian punggung, dada.",,,,,,,1,,,,,,1,,,,
801,membuat uap hangat yang dapat diteteskan essensial oil atau minyak kayu putih agar dapat dihirup oleh bayi,,,,,,,1,,,,,,1,,,,
802,memberikan madu konsumsi hanya diatas usia 1 tahun berikan setangah sendok sebelum tidur,,,,,,,1,,,,,1,1,,,,
803,atau bunda bisa mencampurkan 2 sendok madu dengan air perasaan lemon atau teh hangat,,,,,,,1,,,,,,1,,,,
804,"untuk pengobatan batuk pilek bunda bisa beli secara bebas di apotik, namun mengingat usianya masih dibawah 2 tahun sebaiknya bunda melakukan konsultasi dengan dokter secara langsung atau via chat aplikasi aldokter bunda, agar diberikan pengobatan yang sesuai dosis dan aman untuk bayi bunda.",,,,,,,1,1,,,,1,,,,,
805,obat yang bunda sebut diatas merupakan obat untuk mengatas batuk berdahak,,,,,,,,,,,,,,,,,
806,nah saya tidak menyarankan bunda konsumsi obat tersebut tanpa anjuran dokter karena dosisinya harus disesuaikan bunda dengan berat badan serta kondisi si bayi bunda ,,,,,,,1,,,,,1,,,,,
807,jadi sebaiknya bunda melakukan konsultasi ke dokter secara langsung jika batuk pilek tidak membaik setidaknya dalam seminggu,,,,,,1,1,,,,,1,,,,,
808,"atau gejala semakin berat bunda mengingat juga bunda gejala yang dialami anak bunda juga merupakan salah satu penyebab infeksi virus corona juga, ",,,,1,,,,,,,1,,,,,,
809,"jadi tetap jaga anak sebaiknya dirumah saja jika tidak penting keluar rumah, ",,,,,,,1,,,,,,,,,,
810,serta hindari menyentuh anak tanpa mencuci tangan dan gunakn masker saat dekat dengan anak.,,,,,,,1,,,,,,,,,,
811,demikian info yang bisa saya berikn,,,,,,,,,,,,,,1,,,
812,"Selamat pagi dok, anak saya berumur 9 bulan.",1,1,,,,,,,,,,,,,,,
813,Sejak beberapa hari lalu batuk dan pilek. ,,,1,,1,,,,,,,,,,,,
814,Skg dia juga sedang tumbuh gigi. ,,,,,,,,,,,,,,,,,
815,"Semenjak batuk dan pilek, tidak mau makan dan minum air. Hanya ASI.",,,,1,,,,,,,,,1,,,,
816,"Namun ada tanda2 lain seperti bibir pecah pecah,",,,,1,,,,,,,,,,,,,
817,"semakin rewel, BAK kuning kemerahan dgn jumlah yang lebih sedikit dari biasanya,",,,,1,,,,,,,,,,,,,
818,kadang berkeringat dan tubuh terasa lebih dingin.,,,,1,,,,,,,,,,,,,
819,Apakah itu ciri2 dehidrasi dok?,,,,,,,,,1,,,,,,,,
820,Bagaimana solusinya? ,,,,,,,,,1,,,,,,,,
821,Sampai sekarang saya masih takut memberikan obat. Terima kasih.,,,,,,,,,,,,,,,,,
822,"Alo, terimakasih sudah bertanya di alodokter. Saya dr Ainul",,,,,,,,,,1,,,,,,,
823,"Batuk dan pilek pada bayi,dapat disebabkan beberapa hal diantaranya adalah: infeksi saluran pernapasan, alergi, iritasi saluran pernapasan, dan lain-lain",,,1,,,,,,,,1,,,,,,
824,Normalnya hal ini hanya terjadi beberapa hari. ,,,1,,,1,,,,,,,,,,,
825,"Namun jika sudah disertai dengan demam, terdapat cuping hidung, dada seperti tertarik ke dalam maka sebaiknya Anda bawa ke fasilitas kesehatan terdekat untuk diberikan penanganan lebih lanjut. ",,,,1,,,1,1,,,,1,,,,,
826,"Hal yang ditakutkan dari batuk pilek Anak selain di atas adalah, Anak jadi malas minum dan makan yang menyeybakan anak dehidrasi.",,,,1,,,,,,,,,,,1,,
827,"Beberapa hal yang patut ibu waspadai saat anak dehidrasi adalah mulut dan bibur pecah-pecah, anak tampak lebih rewel, pucat, kaki dan tangan dingin, popok kering, anak menjadi mals menyusu, mata cowong, jika terdapat tanda ini maka segera bawa anak ke anak ke fasilitas kesehatan terdekat. ",,,,1,,,1,,,,,1,,,,,
828,Ibu dapat mencoba hal yang di bawah ini :,,,,,,,,,,,,,,1,,,
829,Tetap berikan ASI ekslusif pada bayi. Pastikan kebuuthan cairan bayi tetap terpenuhi,,,,,,,1,,,,,,1,,,,
830,"Jauhkan bayi dari orang orang yang sedang mengalami infeksi, seperti batuk, pilek, demam dan lain lain. Karena bayi masih sangat rentan",,,,,,,1,,,,,,,,,,
831,Selalu pantau kondisi bayi Anda untuk melihat perkembangannya,,,,,,,1,,,,,,,,,,
832,"Jaga ruangan anak dari debu dan kotoran, dan pastikan ventilasi di ruang tersebut cukup untuk bayi",,,,,,,1,,,,,,1,,,,
833,"Jika dengan cara di atas, keadaan bayi tidak kunjung membaik, Anda dapat membawa bayo ke dokter Anak atau dokter terdekat.",,,,,,,1,,,,,1,,,,,
834,Terimakasih dan semoga membantu,,,,,,,,,,,,,,1,,,
835,"Selamat siang dok, saya sedang batuk berdahak dan pilek.",,,1,,,,,,,,,,,,,,
836,"apakah obat tablet Demacolin (Paracetamol, Pseudoephedrine HCI, Chlororphenamine maleate) dan obat tablet Konidin (Guaifenesin, Dextromethorphan HBr, Chlororphenamine maleate) bisa diminum secara bersamaan?",,,,,,,,,1,,,,1,,,,
837,saya 21th. ,1,1,,,,,,,,,,,,,,,
838,Terima kasih dok,,,,,,,,,,,,,,,,,
839,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
840,"Batuk berdahak dan pilek bisa terjadi karena beragam pencetus,",,,1,,,,,,,,,,,,1,,
841,"seringnya alergi, ",,,,,,,,,,,1,,,,,,
842,"infeksi bakteri atau virus (termasuk virus Corona yang menyebabkan COVID-19), ",,,,,,,,,,,1,,1,,1,,
843,"aspirasi benda asing ke saluran napas, ",,,,,,,,,,,1,,1,,,,
844,"refluks (aliran balik) asam lambung ke tenggorokan,  ",,,,,,,,,,,1,,1,,,,
845,"paparan asap dan iritan saluran napas lain,",,,,,,,,,,,1,,1,,,,
846,"gangguan imunitas, dan sebagainya.",,,,,,,,,,,1,,,,,,
847,"Jika keluhan Anda ringan dan tidak disertai demam tinggi, sesak, dahak atau ingus kekuningan/ kehijauan, serta keluhan lain yang serius, maka baiknya Anda tidak dulu sembarangan minum obat. ",,,,,,,1,,,,,1,,,,,
848,"Kedua obat yang Anda sebutkan, meski bisa saja dikonsumsi untuk meredakan keluhan Anda, tidak disarankan untuk dikonsumsi bersamaan sembarangan mengingat kandungannya yang sebagian sama.",,,,,,,1,,,,,,,,,,
849,"Khawatirnya, dosis obat yang berlebihan malah berisiko membuat Anda mengalami efek samping, seperti mengantuk berlebihan, lemas, mulut kering, pusing, dan sebagainya.",,,,,,,,1,,,,,,,,,
850,"Lebih aman, Anda atasilah dulu keluhan Anda dengan:",,,,,,,,,,,,,,1,,,
851,Minum banyak air hangat dan mandilah juga dengan air hangat,,,,,,,1,,,,,,1,,,,
852,"Tidak dulu kontak dengan dingin, asap, udara kering, polusi, apalagi hal yang mungkin membuat Anda alergi",,,,,,,1,,,,,,1,,,,
853,Gunakanlah masker dan jaga jarak aman jika berinteraksi dengan orang lain,,,,,,,1,,,,,,,,,,
854,Perbanyak istirahat di rumah dan pisahkan kamar dan barang pribadi Anda dengan orang lain,,,,,,,1,,,,,,,,,,
855,Rajin olahraga dan jangan terlalu stres agar imunitas membaik,,,,,,,1,,,,,,,,,,
856,Rajin makan buah dan sayuran berkuah kaldu,,,,,,,1,,,,,,,,,,
857,"Jika batuk dan pilek tidak mereda dalam waktu lama, apalagi disertai keluhan lain seperti yang kami singgung di atas, silakan periksakan diri Anda ke dokter atau dokter THT terdekat supaya ditangani lebih optimal ya..",,,,,,,1,,,,,1,,,1,,
858,Semoga membantu.,,,,,,,,,,,,,,1,,,
859,"Hai dok, Saya Ibu menyusui sudah 4 hari mengalami serak awalnya tidak ada gejala batuk atau pilek,",1,,,1,,1,,,,,,,,,,,
860,"namun saat hari ke 4 tiba2 saya batuk berdahak dan pilek,",,,1,,1,,,,,,,,,,,,
